,title,score
3622,Once Upon a Time in the West,7.753822682662415
3624,Moon,7.425362403385348
3631,Heavenly Creatures,6.596711373287094
3635,The Machinist,7.108475247279941
3637,Kill the Messenger,6.397729349947241
3640,Green Room,6.544401216197029
3643,Bottle Rocket,6.477636272226497
3648,Tucker and Dale vs Evil,7.0376712721523775
3653,The Visit,6.013580135717161
3676,The Awakening,6.229524266188849
3677,Hostel,5.782139319490973
3679,Take Shelter,6.764533026159876
3685,Only God Forgives,5.705433287574177
3694,Police Academy,6.385496196498056
3695,The Blue Lagoon,5.906781207572119
3696,Four Weddings and a Funeral,6.462353306192472
3697,Fast Times at Ridgemont High,6.616984410177509
3699,25th Hour,6.898680921838974
3701,Requiem for a Dream,7.741359341474561
3706,Donnie Darko,7.597521105633001
3711,Sympathy for Lady Vengeance,6.879966694532779
3717,After.Life,5.734692009195212
3719,One Flew Over the Cuckoo's Nest,8.042948736990764
3731,High School Musical,6.098510377707589
3737,Night of the Living Dead,7.094061737998617
3738,Lost in Translation,7.166741932614493
3739,Annie Hall,7.477638808408733
3741,Monster's Ball,6.302392405090458
3742,Maggie,5.453212942595257
3743,Leaving Las Vegas,6.7019501117123905
3746,The Boy Next Door,4.472442574756462
3748,The Kids Are All Right,6.370661695639504
3749,They Live,6.798293396775633
3750,The Great Escape,7.378424702173186
3753,Boyhood,7.350027342007649
3754,Scoop,6.289557735066982
3761,The Orphanage,6.827143221738333
3762,A Haunted House 2,5.679966121288938
3766,Four Rooms,6.374719367933167
3767,Secretary,6.46621983055462
3774,Red State,5.981960646948952
3778,The Art of Getting By,6.352554333029034
3783,Joe,6.332740517397683
3789,Trust,6.37981608204589
3792,Adore,6.096502502792534
3795,Stake Land,6.151269839363217
3812,Network,7.086623890371547
3813,Gone with the Wind,7.386440096654667
3817,Four Lions,6.6757755569435755
3823,Midnight Cowboy,6.8244575214772905
3824,The Full Monty,6.521839994095105
3825,Airplane!,6.919068232596541
3827,Friday,6.710921838033703
3835,The Witch,6.270737157860318
3839,The Secret in Their Eyes,7.333867963378482
3841,Evil Dead II,7.237318645311026
3843,Sharknado,4.557609446510369
3845,Troll Hunter,6.525379359986397
3854,"Batman: The Dark Knight Returns, Part 2",7.250398037414179
3861,March of the Penguins,6.579865626423056
3862,Margin Call,6.511805423542652
3865,Whiplash,8.184419763080614
3866,City of God,7.869721969970167
3870,The Hunt,7.534389256857894
3871,A Christmas Story,6.869188802191491
3877,Rosemary's Baby,7.198688812813181
3878,The Man Who Shot Liberty Valance,6.785320632937745
3881,Beginners,6.514192983623492
3883,Animal House,6.6732929808099115
3884,Goldfinger,6.9869560691234645
3886,It's a Wonderful Life,7.658017022478164
3887,Trainspotting,7.661128137186461
3889,Paranormal Activity 2,5.796301271127349
3891,Bowling for Columbine,6.887442320448942
3893,A Nightmare on Elm Street Part 2: Freddy's Revenge,5.854631403471263
3895,The Purge,6.008133802654477
3896,Sinister,6.620995750259333
3899,Beneath the Planet of the Apes,6.157483752464552
3903,The Bridge on the River Kwai,7.213719841015281
3906,The Apartment,7.442841666391187
3910,Slow West,6.401761323037995
3918,Before Midnight,7.017260668080789
3928,Willy Wonka & the Chocolate Factory,7.1024785251392775
3935,Frances Ha,6.75113847667047
3939,Tusk,5.4879539375522
3940,Oldboy,7.794339594710492
3946,Fish Tank,6.508577972100769
3949,Bachelorette,5.574168360042522
3980,High Tension,6.3641508230610135
3984,Some Like It Hot,7.570144119337366
3986,The Wizard of Oz,7.236260157948255
3987,Young Frankenstein,7.353039776371784
3997,Blazing Saddles,6.891540659323309
3998,Friday the 13th: The Final Chapter,5.995678636586595
3999,Ida,6.621535992866409
4003,Timecrimes,6.607109238432546
4006,Singin' in the Rain,7.382806981776375
4008,A Haunted House,5.616591633114345
4012,Escape from the Planet of the Apes,6.202124882703151
4016,Garden State,6.822345036891996
4017,Before Sunrise,7.383551353826527
4022,Robot & Frank,6.557168345210033
4024,The Spectacular Now,6.670350987115255
4033,Super,6.423462006610758
4039,Idiocracy,6.245673321989847
4041,This Is England,6.8860540409178475
4050,Fantasia,6.950393400257788
4052,Friday the 13th Part III,5.888466904844321
4066,[REC],6.897399757458402
4071,From Russia with Love,6.709206348209922
4074,It Follows,6.5422643040488015
4076,To Kill a Mockingbird,7.497377036400081
4077,Mad Max 2: The Road Warrior,7.061879460124893
4078,The Legend of Drunken Master,6.654214499934743
4079,Boys Don't Cry,6.7572454361715515
4081,The Lives of Others,7.543889619839793
4083,The Hustler,6.854021718881837
4088,Before Sunset,7.228185012034494
4089,Amores perros,7.1312967149059165
4090,Thirteen,6.451150377123472
4092,Winter's Bone,6.592075395586091
4096,Inside Job,6.974779878059257
4097,We Are Your Friends,6.2453083051163185
4098,Ghost Dog: The Way of the Samurai,6.711557817014771
4104,Waltz with Bashir,7.036996799370481
4107,The Diary of a Teenage Girl,6.476381938655393
4131,Circle,6.038134359980409
4132,Eden Lake,6.477161180138648
4137,Grave Encounters,6.0970135007611574
4162,Buried,6.487627416637356
4163,Submarine,6.94669663195999
4167,Man on Wire,6.85129473817426
4170,The Last Exorcism,5.805435730850572
4171,Nowhere Boy,6.656493353797229
4172,A Streetcar Named Desire,6.913295186955179
4173,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,7.732653736713699
4175,Beasts of the Southern Wild,6.539279492897919
4189,Run Lola Run,6.910411920432561
4193,Conquest of the Planet of the Apes,6.096094090167458
4195,I Spit on Your Grave,6.235225883910971
4209,The Conversation,6.954959335204073
4215,Bloodsport,6.400435311820857
4216,Mr. Smith Goes to Washington,7.007479656447211
4217,Kids,6.476381938655393
4224,Insidious,6.7156492477022685
4229,The To Do List,5.741179058004979
4234,Session 9,6.1478607334750475
4238,Modern Times,7.6675163304022655
4248,The Lords of Salem,5.5888056949032965
4249,Housebound,6.338381646659144
4259,Snow White and the Seven Dwarfs,6.811661385048336
4268,"Lock, Stock and Two Smoking Barrels",7.324301814375397
4281,Rebecca,7.038284267020793
4282,Friday the 13th Part 2,6.039382393579769
4291,Saw,7.0923771461218985
4292,Super Troopers,6.400101032611177
4300,Reservoir Dogs,7.885976682723518
4302,"The Good, the Bad and the Ugly",7.914674122729329
4319,Waiting...,6.146314229806933
4326,The Raid,7.07996923757277
4329,Casablanca,7.643609122793526
4333,Rocky,7.336703018987597
4336,Unfriended,5.608549388821274
4337,Taxi Driver,7.838144518580821
4339,Dr. No,6.738434311888403
4340,Chernobyl Diaries,5.29019542683687
4341,Hellraiser,6.622456603024668
4345,Blue Valentine,6.731253614638998
4347,The Devil Inside,5.305553956677812
4350,An Inconvenient Truth,6.406091186149944
4353,The Green Inferno,5.439486843268618
4359,The Skeleton Twins,6.428956957246438
4360,Martha Marcy May Marlene,6.421016243103267
4376,Palo Alto,6.275918210066677
4379,I Origins,7.245115806216389
4432,On the Waterfront,7.242669453494718
4436,Hard Candy,6.622286662894094
4439,Fruitvale Station,6.845856506350197
4441,Bambi,6.698573363700532
4452,A Separation,7.1632959040751025
4464,Dead Snow,6.096630616243356
4467,American Graffiti,6.560394126062384
4470,Safety Not Guaranteed,6.5897096289113435
4479,High Noon,6.977258904163221
4485,Half Nelson,6.298232245197626
4496,The Blair Witch Project,6.262139780208429
4514,Open Water,5.695746029943406
4533,Drinking Buddies,6.03665028167322
4535,Seven Samurai,7.754950868345797
4539,Rubber,5.88963028080015
4542,Monsters,6.1691731343903555
4551,Now Is Good,6.831617683942033
4575,Napoleon Dynamite,6.518961110860421
4576,Blue Ruin,6.627633165665528
4577,Paranormal Activity,5.9291169029457595
4579,Monty Python and the Holy Grail,7.593443292058091
4586,What Happens in Vegas,5.8592921558453135
4595,The Evil Dead,7.048591954356841
4596,Maniac,6.039310919181258
4602,12 Angry Men,7.985845359476382
4604,It Happened One Night,6.959137875429161
4605,Dogtooth,6.5651857433313445
4631,Chasing Amy,6.486168138426456
4639,Cube,6.754417420604964
4643,Like Crazy,6.282565448813106
4650,Exam,6.442559784259727
4664,Bronson,6.703884624451314
4670,Mad Max,6.517583091484028
4671,Swingers,6.459139992764083
4672,A Fistful of Dollars,7.283059317056237
4688,The Man from Earth,7.2901955710074535
4700,Another Earth,6.581706452058888
4704,Once,6.887442320448942
4723,The Gallows,5.370067645082002
4724,Eraserhead,7.040500439540102
4738,Pi,6.811522918963304
4742,Super Size Me,6.438947795504552
4758,The Signal,5.879284430102624
4773,Clerks,7.089555875221084
4796,Primer,6.687413568274214
4798,El Mariachi,6.347696229321084
