,popularity,vote_average,title
2082,13.847872,6.3,The Beaver
2083,4.189378,5.9,The Best Little Whorehouse in Texas
2084,21.928025,6.7,eXistenZ
2085,68.159596,7.7,Raiders of the Lost Ark
2086,81.487685,6.3,Home Alone 2: Lost in New York
2087,52.456505,7.2,Close Encounters of the Third Kind
2088,9.662715,5.0,Pulse
2089,25.28436,6.1,Beverly Hills Cop II
2090,8.351385,5.4,Bringing Down the House
2091,18.174804,8.1,The Silence of the Lambs
2092,21.815122,6.5,Wayne's World
2093,20.99174,6.4,Jackass 3D
2094,19.636044,5.9,Jaws 2
2095,12.25264,4.9,Beverly Hills Chihuahua
2096,49.975409,7.4,The Conjuring
2097,13.590677,5.2,Are We There Yet?
2098,21.657563,5.0,Tammy
2099,43.057323,6.7,School of Rock
2100,16.470895,5.4,Mortal Kombat
2101,28.703007,6.3,White Chicks
2102,40.903931,6.7,The Descendants
2103,22.001408,6.7,Holes
2104,23.139971,6.9,The Last Song
2105,95.9229,7.9,12 Years a Slave
2106,4.748929,6.2,Drumline
2107,2.986286,6.1,Why Did I Get Married Too?
2108,47.51363,7.5,Edward Scissorhands
2109,53.161905,7.6,Me Before You
2110,7.050951,5.9,Madea's Witness Protection
2111,15.978136,7.4,The French Connection
2112,42.512296,6.3,Bad Moms
2113,10.098722,3.6,Date Movie
2114,15.341196,6.1,Return to Never Land
2115,29.023184,7.4,Selma
2116,19.819893,5.6,The Jungle Book 2
2117,11.62423,4.6,Boogeyman
2118,22.049787,5.8,Premonition
2119,9.829859,6.3,The Tigger Movie
2120,29.295801,6.7,Orphan
2121,14.136476,6.8,Max
2122,6.064638,3.2,Epic Movie
2123,41.503588,7.8,Spotlight
2124,20.495749,5.9,Lakeview Terrace
2125,13.906944,5.2,The Grudge 2
2126,2.003047,6.0,How Stella Got Her Groove Back
2127,11.349664,5.9,Bill & Ted's Bogus Journey
2128,11.203335,5.8,Man of the Year
2129,8.265317,6.1,The Black Hole
2130,18.632156,5.8,The American
2131,6.92592,7.0,Selena
2132,17.165039,4.2,Vampires Suck
2133,25.785925,6.9,Babel
2134,20.311684,6.5,This Is Where I Leave You
2135,20.975165,7.0,Doubt
2136,26.509175,6.6,Team America: World Police
2137,26.497025,5.3,Texas Chainsaw 3D
2138,14.211699,6.4,Copycat
2139,36.819044,4.6,Scary Movie 5
2140,7.902536,6.2,Paint Your Wagon
2141,30.909699,7.1,Milk
2142,16.663797,5.7,Risen
2143,27.724913,5.3,Ghost Ship
2144,17.971883,6.0,A Very Harold & Kumar Christmas
2145,25.041992,6.3,Wild Things
2146,7.924428,5.4,The Stepfather
2147,14.857884,6.3,The Debt
2148,23.982956,7.0,High Fidelity
2149,12.458131,4.7,One Missed Call
2150,3.996392,5.8,Eye for an Eye
2151,30.387754,6.6,The Bank Job
2152,56.481487,7.9,Eternal Sunshine of the Spotless Mind
2153,19.962713,6.0,You Again
2154,18.666876,6.3,Street Kings
2155,55.964605,6.7,The World's End
2156,5.0348,5.8,Nancy Drew
2157,28.019226,6.0,Daybreakers
2158,16.176976,5.9,She's Out of My League
2159,17.237143,6.0,Monte Carlo
2160,4.34503,5.3,Stay Alive
2161,11.360997,6.5,Quigley Down Under
2162,12.300789,5.3,Alpha and Omega
2163,15.804814,5.2,The Covenant
2164,9.750557,6.3,Stick It
2165,4.100942,5.1,Shorts
2166,12.309715,6.7,To Die For
2167,62.933899,7.1,Nerve
2168,16.074397,6.3,Appaloosa
2169,17.016284,5.8,Vampires
2170,93.067866,8.2,Psycho
2171,17.145287,5.4,My Best Friend's Girl
2172,27.256849,6.7,Endless Love
2173,7.878177,5.6,Georgia Rule
2174,0.173964,4.9,Under the Rainbow
2175,14.370111,6.8,Ladyhawke
2176,11.090254,6.5,Simon Birch
2177,20.82778,7.1,Reign Over Me
2178,43.644978,7.8,Into the Wild
2179,8.244324,5.6,School for Scoundrels
2180,23.292761,5.0,Silent Hill: Revelation 3D
2181,64.181668,6.9,From Dusk Till Dawn
2182,9.03154,6.4,Pooh's Heffalump Movie
2183,4.031585,6.3,Home for the Holidays
2184,13.658985,7.2,Kung Fu Hustle
2185,6.908351,4.3,The Country Bears
2186,10.446722,7.3,The Kite Runner
2187,32.243357,7.2,21 Grams
2188,9.149089,5.8,Paparazzi
2189,5.596835,5.3,A Guy Thing
2190,5.214408,5.0,Loser
2191,10.50098,7.0,Capitalism: A Love Story
2192,3.011205,6.5,The Greatest Story Ever Told
2193,15.012237,6.2,Secret in Their Eyes
2194,16.238961,3.0,Disaster Movie
2195,15.21229,5.5,Armored
2196,6.397042,6.5,The Man Who Knew Too Little
2197,19.220789,6.2,What's Your Number?
2198,35.232278,5.8,Lockout
2199,9.842771,4.8,Envy
2200,35.542809,5.9,Crank: High Voltage
2201,7.829295,7.0,Bullets Over Broadway
2202,3.476925,6.1,One Night with the King
2203,5.133744,6.4,The Quiet American
2204,14.031377,6.0,The Weather Man
2205,17.227376,6.1,Undisputed
2206,17.98817,6.4,Ghost Town
2207,15.66135,5.7,12 Rounds
2208,19.705311,6.7,Let Me In
2209,2.645722,4.5,3 Ninjas Kick Back
2210,17.662683,6.2,Be Kind Rewind
2211,2.894154,6.4,Mrs Henderson Presents
2212,29.371987,5.6,Triple 9
2213,11.352693,7.3,Deconstructing Harry
2214,7.553773,5.4,Three to Tango
2215,30.477114,6.3,Burnt
2216,9.927018,5.6,We're No Angels
2217,12.379781,6.5,Everyone Says I Love You
2218,12.643703,6.5,Death Sentence
2219,15.440465,6.5,Everybody's Fine
2220,5.886228,1.9,Superbabies: Baby Geniuses 2
2221,6.925645,5.4,The Man
2222,9.36146,4.7,Code Name: The Cleaner
2223,6.102663,6.4,Connie and Carla
2224,0.709143,6.5,Sweet Charity
2225,45.742217,6.5,Inherent Vice
2226,1.682839,3.2,Doogal
2227,8.237336,5.9,Battle of the Year
2228,2.605374,4.1,An American Carol
2229,29.072964,5.3,Machete Kills
2230,1.322528,5.8,Willard
2231,4.961306,4.7,Strange Wilderness
2232,8.628519,6.7,Topsy-Turvy
2233,12.232048,7.0,Little Boy
2234,27.133277,6.2,A Dangerous Method
2235,26.093043,6.8,A Scanner Darkly
2236,13.621201,7.0,Chasing Mavericks
2237,9.292987,3.1,Alone in the Dark
2238,7.716606,5.4,Bandslam
2239,7.698075,5.9,Birth
2240,37.629309,6.5,A Most Violent Year
2241,2.405911,6.3,Passchendaele
2242,3.350297,6.3,Flash of Genius
2243,13.032308,6.6,I'm Not There.
2244,15.131867,4.8,The Cold Light of Day
2245,10.218307,6.8,The Brothers Bloom
2246,12.761176,7.4,"Synecdoche, New York"
2247,60.732738,8.2,Princess Mononoke
2248,0.49446,5.7,Bon voyage
2249,6.574285,4.9,Can't Stop the Music
2250,14.617944,7.1,The Proposition
2251,3.102987,6.8,My All American
2252,5.65327,3.3,Marci X
2253,44.566609,6.9,Equilibrium
2254,8.978408,6.5,The Children of Huang Shi
2255,10.150993,6.0,The Yards
2256,0.28576,2.2,The Oogieloves in the Big Balloon Adventure
2257,11.267676,5.4,By the Sea
2258,9.129808,6.4,Steamboy
2259,2.013405,5.8,The Game of Their Lives
2260,20.086645,5.9,All Good Things
2261,3.581906,6.2,Rapa Nui
2262,12.373248,6.1,CJ7
2263,12.283025,5.8,The Visitors II: The Corridors of Time
2264,10.617236,4.5,Dylan Dog: Dead of Night
2265,6.377308,5.5,People I Know
2266,3.620537,6.0,The Tempest
2267,27.215666,5.3,Regression
2268,4.127155,6.6,Three Kingdoms: Resurrection of the Dragon
2269,13.118983,6.3,Butterfly on a Wheel
2270,14.182301,5.3,Zambezia
2271,0.416179,5.0,Ramanujan
2272,0.485405,0.5,Dwegons
2273,7.444189,6.1,Hands of Stone
2274,33.625477,5.4,Survivor
2275,28.060472,6.1,The Frozen Ground
2276,20.746932,7.1,The Painted Veil
2277,7.727035,7.1,The Baader Meinhof Complex
2278,45.707835,7.6,Dances with Wolves
2279,28.497242,5.4,Bad Teacher
2280,11.47316,6.7,Sea of Love
2281,25.28132,6.1,A Cinderella Story
2282,45.99611,7.0,Scream
2283,20.392858,5.4,Thir13en Ghosts
2284,78.699993,8.1,The Shining
2285,76.603233,8.0,Back to the Future
2286,13.664614,5.5,House on Haunted Hill
2287,2.242809,6.0,I Can Do Bad All By Myself
2288,1.224105,3.9,Fight Valley
2289,27.494037,5.9,The Switch
2290,18.47518,5.3,Just Married
2291,10.559414,6.5,The Devil's Double
2292,1.916351,4.6,Thomas and the Magic Railroad
2293,28.867568,6.2,The Crazies
2294,118.968562,8.3,Spirited Away
2295,3.376967,5.9,Firestorm
2296,7.436491,6.5,The Bounty
2297,57.84156,7.4,The Book Thief
2298,17.952817,6.0,Sex Drive
2299,21.959742,6.4,Leap Year
2300,4.229942,6.0,The Fall of the Roman Empire
2301,11.766564,6.2,Take Me Home Tonight
2302,2.366251,5.8,Won't Back Down
2303,0.068228,5.6,The Nutcracker
2304,5.380733,6.1,Kansas City
2305,5.625989,6.8,Indignation
2306,30.205943,6.0,The Amityville Horror
2307,26.441669,7.3,Adaptation.
2308,15.262492,6.0,Land of the Dead
2309,1.583918,5.8,Out of Inferno
2310,44.511363,7.2,Fear and Loathing in Las Vegas
2311,16.665841,6.0,The Invention of Lying
2312,36.471231,6.2,Neighbors
2313,85.30318,6.6,The Mask
2314,20.716023,6.9,Big
2315,29.487784,6.5,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan
2316,25.43954,6.1,Legally Blonde
2317,15.314027,6.4,Star Trek III: The Search for Spock
2318,32.602868,6.3,The Exorcism of Emily Rose
2319,9.832326,5.5,Deuce Bigalow: Male Gigolo
2320,33.452469,3.7,Left Behind
2321,14.190837,6.2,The Family Stone
2322,6.501815,5.6,Barbershop 2:  Back in Business
2323,26.58873,6.5,Bad Santa
2324,36.15716,6.5,Austin Powers: International Man of Mystery
2325,16.027955,5.5,My Big Fat Greek Wedding 2
2326,14.329891,6.3,Diary of a Wimpy Kid: Rodrick Rules
2327,50.009408,7.3,Predator
2328,31.82675,7.8,Amadeus
2329,9.642041,4.8,Prom Night
2330,36.423717,6.9,Mean Girls
2331,12.309718,6.4,Under the Tuscan Sun
2332,11.693272,6.8,Gosford Park
2333,12.243887,5.9,Peggy Sue Got Married
2334,89.811154,7.4,Birdman
2335,34.694216,7.0,Blue Jasmine
2336,17.50138,6.9,United 93
2337,18.492655,6.0,Honey
2338,11.238522,4.9,Spy Hard
2339,14.518598,6.4,The Fog
2340,19.234672,6.9,Soul Surfer
2341,4.504377,6.7,Catch-22
2342,10.529143,5.6,Observe and Report
2343,18.379124,5.8,Conan the Destroyer
2344,35.524457,7.7,Raging Bull
2345,13.472365,5.6,Love Happens
2346,8.321586,6.7,Young Sherlock Holmes
2347,7.668063,5.5,Fame
2348,52.464877,7.0,127 Hours
2349,11.423533,6.4,Small Time Crooks
2350,6.961736,6.8,Center Stage
2351,9.191187,5.4,Love the Coopers
2352,4.492859,4.9,Catch That Kid
2353,5.706767,7.2,Life as a House
2354,53.670525,6.8,Steve Jobs
2355,14.15192,5.1,"I Love You, Beth Cooper"
2356,13.462544,5.9,Youth in Revolt
2357,11.725805,3.7,The Legend of the Lone Ranger
2358,7.047975,6.2,The Tailor of Panama
2359,13.628601,7.3,Blow Out
2360,16.520516,4.9,Getaway
2361,14.916264,6.9,The Ice Storm
2362,9.633711,5.7,And So It Goes
2363,3.455018,5.6,Troop Beverly Hills
2364,1.946634,6.4,Being Julia
2365,12.313143,5.8,Nine 1/2 Weeks
2366,3.258422,6.5,Dragonslayer
2367,3.659292,6.7,The Last Station
2368,24.548633,7.3,Ed Wood
2369,17.683563,6.7,Labor Day
2370,10.1449,6.5,Mongol: The Rise of Genghis Khan
2371,31.887978,6.9,RockNRolla
2372,1.110179,3.5,Megaforce
2373,9.814785,7.3,Hamlet
2374,1.876811,6.8,Mao's Last Dancer
2375,32.717853,6.2,Midnight Special
2376,8.945081,6.2,Anything Else
2377,13.916583,6.7,The Railway Man
2378,17.94739,7.2,The White Ribbon
2379,2.525569,5.3,Restoration
2380,10.47644,5.9,The Wraith
2381,10.991281,7.0,Salton Sea
2382,7.871686,6.7,Metallica: Through the Never
2383,6.333869,4.4,The Informers
2384,1.138383,6.7,Carlos
2385,8.266124,5.6,I Come with the Rain
2386,0.910529,9.3,One Man's Hero
2387,18.025206,6.9,Day of the Dead
2388,10.144222,4.5,I Am Wrath
2389,9.244181,6.7,Renaissance
2390,12.752463,5.0,Red Sonja
2391,22.748174,6.0,Red Lights
2392,33.436092,7.0,Superbad
2393,3.107371,6.4,Madea Goes to Jail
2394,7.922639,5.7,Wolves
2395,28.973074,6.5,Step Up 2: The Streets
2396,23.980329,5.9,Hoodwinked!
2397,28.60542,7.5,Hotel Rwanda
2398,42.669304,5.9,Hitman
2399,7.180403,5.8,Black Nativity
2400,21.638673,4.6,The Prince
2401,2.64486,5.4,City of Ghosts
2402,25.881355,7.4,The Others
2403,67.66094,7.7,Aliens
2404,20.786616,7.4,My Fair Lady
2405,27.654472,5.6,I Know What You Did Last Summer
2406,70.668923,6.4,Let's Be Cops
2407,23.425431,6.9,Sideways
2408,14.304444,5.8,Beerfest
2409,30.301307,7.4,Halloween
2410,3.56033,4.7,Good Boy!
2411,7.210095,6.7,The Best Man Holiday
2412,23.491962,6.4,Smokin' Aces
2413,36.133536,5.8,Saw: The Final Chapter
2414,14.18136,5.2,40 Days and 40 Nights
2415,12.709227,5.9,A Night at the Roxbury
2416,24.054062,6.0,Beastly
2417,35.107857,6.1,The Hills Have Eyes
2418,10.149569,5.1,Dickie Roberts: Former Child Star
2419,14.023082,7.4,"McFarland, USA"
2420,9.054803,5.6,Lottery Ticket
2421,5.422285,6.0,ATL
2422,32.746486,7.3,Pitch Perfect
2423,3.960098,4.8,Summer Catch
2424,10.178917,6.9,A Simple Plan
2425,4.544216,4.6,They
2426,2.184708,3.3,Larry the Cable Guy: Health Inspector
2427,3.09159,6.3,The Adventures of Elmo in Grouchland
2428,18.790102,6.2,Brooklyn's Finest
2429,3.321095,6.3,55 Days at Peking
2430,33.912116,6.4,Evil Dead
2431,5.787891,5.6,My Life in Ruins
2432,7.864011,4.9,American Dreamz
2433,17.062117,4.1,Superman IV: The Quest for Peace
2434,1.782666,3.0,How She Move
2435,19.311572,7.0,Running Scared
2436,2.897449,5.5,Bobby Jones: Stroke of Genius
2437,0.138564,2.9,Shanghai Surprise
2438,36.960953,7.1,The Illusionist
2439,1.15641,5.6,Roar
2440,9.583578,6.8,Veronica Guerin
2441,25.112567,6.1,Escobar: Paradise Lost
2442,9.349386,5.2,Southland Tales
2443,8.884405,6.5,Dragon Hunters
2444,2.215261,5.0,Damnation Alley
2445,6.385234,4.5,The Apparition
2446,20.935169,7.0,My Girl
2447,4.358255,5.8,Fur: An Imaginary Portrait of Diane Arbus
2448,24.898687,7.0,Wall Street
2449,20.898711,7.2,Sense and Sensibility
2450,18.236284,6.9,Becoming Jane
2451,10.74648,6.0,Sydney White
2452,12.102725,7.0,House of Sand and Fog
2453,55.458584,8.1,Dead Poets Society
2454,35.777067,6.5,Dumb and Dumber
2455,18.430419,7.3,When Harry Met Sally...
2456,7.980632,7.4,The Verdict
2457,14.759948,5.9,Road Trip
2458,9.229999,6.0,Varsity Blues
2459,29.943316,7.3,The Artist
2460,15.788784,4.8,The Unborn
2461,41.083914,7.6,Moonrise Kingdom
2462,21.380635,5.9,The Texas Chainsaw Massacre: The Beginning
2463,1.884558,6.4,The Young Messiah
2464,4.382761,3.7,The Master of Disguise
2465,90.809408,7.6,Pan's Labyrinth
2466,6.579017,4.8,See Spot Run
2467,7.854989,7.4,Baby Boy
2468,11.807269,5.3,The Roommate
2469,15.976335,5.5,Joe Dirt
2470,10.484642,5.3,Double Impact
2471,38.623178,7.4,Hot Fuzz
2472,8.8321,4.6,The Women
2473,32.758254,6.7,Vicky Cristina Barcelona
2474,6.091033,6.4,Arn: The Knight Templar
2475,9.119797,5.4,Boys and Girls
2476,9.423866,7.2,White Oleander
2477,32.257414,5.3,Jennifer's Body
2478,3.021835,5.4,Drowning Mona
2479,7.612849,7.0,Radio Days
2480,36.764666,6.9,Remember Me
2481,3.199784,5.7,How to Deal
2482,9.455596,5.3,My Stepmother is an Alien
2483,44.301745,7.6,Philadelphia
2484,19.890428,6.8,The Thirteenth Floor
2485,0.830596,4.6,The Cookout
2486,2.637355,5.1,Meteor
2487,2.25453,5.5,Duets
2488,8.711782,6.4,Hollywood Ending
2489,5.700333,6.7,Detroit Rock City
2490,29.253833,6.8,Highlander
2491,8.842869,6.7,Things We Lost in the Fire
2492,2.848727,4.3,Steel
2493,13.832464,6.2,The Immigrant
2494,4.488547,6.9,The White Countess
2495,38.802415,6.5,Trance
2496,9.400404,4.7,Soul Plane
2497,18.923181,6.8,Welcome to the Sticks
2498,2.397987,6.3,Good
2499,20.39955,7.2,Enter the Void
2500,7.251897,4.8,Vamps
2501,43.217089,7.7,Hachi: A Dog's Tale
2502,14.529496,6.7,Zulu
2503,20.59148,6.4,The Homesman
2504,2.244947,4.2,Juwanna Mann
2505,1.326264,5.7,Ararat
2506,0.212108,5.3,Madison
2507,6.630856,5.5,Slow Burn
2508,18.20957,6.2,Wasabi
2509,17.327279,6.3,Slither
2510,29.843818,6.8,Beverly Hills Cop
2511,2.186927,7.1,Home Alone
2512,12.335827,5.8,Three Men and a Baby
2513,20.818567,6.9,Tootsie
2514,58.900647,6.7,Top Gun
2515,45.742254,7.2,"Crouching Tiger, Hidden Dragon"
2516,80.878605,7.9,American Beauty
2517,54.053576,7.6,The King's Speech
2518,17.638286,5.7,Twins
2519,3.803495,6.4,The Yellow Handkerchief
2520,17.571533,7.7,The Color Purple
2521,4.628525,6.5,Tidal Wave
2522,145.364591,8.0,The Imitation Game
2523,12.18838,6.0,Private Benjamin
2524,3.826685,7.2,Coal Miner's Daughter
2525,21.095489,5.9,Diary of a Wimpy Kid
2526,47.455148,6.0,Mama
2527,22.838834,7.1,National Lampoon's Vacation
2528,27.165222,6.0,Bad Grandpa
2529,19.113278,6.8,The Queen
2530,58.553213,7.1,Beetlejuice
2531,2.005111,6.1,Why Did I Get Married?
2532,16.418639,7.0,Little Women
2533,43.675191,6.1,The Woman in Black
2534,4.688212,5.4,When a Stranger Calls
2535,9.125594,5.6,Big Fat Liar
2536,19.786392,7.8,The Deer Hunter
2537,13.581966,6.7,Wag the Dog
2538,11.927667,5.7,The Lizzie McGuire Movie
2539,30.556135,5.8,Snitch
2540,31.565117,5.9,Krampus
2541,21.535126,6.2,The Faculty
2542,7.921311,6.9,What's Love Got to Do with It
2543,19.284129,6.6,Cop Land
2544,23.423082,5.5,Not Another Teen Movie
2545,49.517264,7.2,End of Watch
2546,11.375032,5.8,The Skulls
2547,61.182331,7.8,The Theory of Everything
2548,7.314796,4.7,Malibu's Most Wanted
2549,6.857923,6.9,Where the Heart Is
2550,41.286336,7.8,Lawrence of Arabia
2551,12.929525,5.1,Halloween II
2552,42.952942,7.0,Wild
2553,19.760383,6.2,The Last House on the Left
2554,10.194097,6.2,The Wedding Date
2555,11.045593,4.5,Halloween: Resurrection
2556,44.533612,7.6,The Princess Bride
2557,10.84158,6.9,The Great Debaters
2558,49.294864,7.4,Drive
2559,7.424798,5.1,Confessions of a Teenage Drama Queen
2560,5.164281,5.6,The Object of My Affection
2561,34.759855,6.5,28 Weeks Later
2562,7.297757,6.3,When the Game Stands Tall
2563,3.334804,6.1,Because of Winn-Dixie
2564,2.027393,7.4,Love & Basketball
2565,13.817269,6.9,Grosse Pointe Blank
2566,13.237835,4.7,All About Steve
2567,3.890223,4.3,Book of Shadows: Blair Witch 2
2568,19.517239,6.3,The Craft
2569,30.669913,7.3,Match Point
2570,9.681147,6.1,Ramona and Beezus
2571,15.355589,7.5,The Remains of the Day
2572,19.85579,7.5,Boogie Nights
2573,11.689337,5.5,Nowhere to Run
2574,3.043589,6.1,Flicka
2575,17.141376,5.2,The Hills Have Eyes 2
2576,8.885017,4.4,Urban Legends: Final Cut
2577,4.115398,6.4,Tuck Everlasting
2578,7.679336,5.0,The Marine
2579,18.268009,6.0,Keanu
2580,7.809701,5.9,Country Strong
2581,9.378688,5.5,Disturbing Behavior
2582,35.395129,6.8,The Place Beyond the Pines
2583,45.317278,6.0,The November Man
2584,4.302941,5.3,Eye of the Beholder
2585,47.006162,7.2,The Hurt Locker
2586,11.379652,5.9,Firestarter
2587,24.612603,5.8,Killing Them Softly
2588,26.708193,6.5,A Most Wanted Man
2589,8.710294,4.6,Freddy Got Fingered
2590,1.800119,5.9,VeggieTales: The Pirates Who Don't Do Anything
2591,0.335195,6.7,U2 3D
2592,11.782725,4.4,Highlander: Endgame
2593,2.711955,5.1,Idlewild
2594,16.629173,7.0,One Day
2595,20.05902,6.7,Whip It
2596,8.113634,5.9,Knockaround Guys
2597,9.87419,6.4,Confidence
2598,2.857936,5.3,The Muse
2599,3.138118,6.3,De-Lovely
2600,6.684096,6.2,New York Stories
2601,0.722911,2.9,Barney's Great Adventure
2602,17.672021,5.2,The Man with the Iron Fists
2603,3.033471,4.8,Home Fries
2604,3.313257,5.4,Here On Earth
2605,41.089863,7.5,Brazil
2606,10.9071,6.0,Raise Your Voice
2607,49.230089,7.8,The Big Lebowski
2608,11.429607,6.6,Black Snake Moan
2609,6.373316,6.5,Dark Blue
2610,9.717392,6.7,A Mighty Heart
2611,8.074807,5.0,Whatever It Takes
2612,7.034752,4.7,Boat Trip
2613,7.250379,6.7,The Importance of Being Earnest
2614,0.116873,4.7,The Love Letter
2615,7.712206,5.5,Hoot
2616,25.329493,7.4,In Bruges
2617,5.112809,5.6,Peeples
2618,13.832376,5.6,The Rocker
2619,7.446069,5.0,Post Grad
2620,13.568302,6.0,Promised Land
2621,21.857387,6.8,Whatever Works
2622,0.249245,4.7,The In Crowd
2623,12.163832,7.0,The Three Burials of Melquiades Estrada
2624,8.962245,6.0,Jakob the Liar
2625,32.690038,7.2,Kiss Kiss Bang Bang
2626,8.583217,6.1,Idle Hands
2627,31.60985,7.6,Mulholland Drive
2628,12.295216,5.4,Blood and Chocolate
2629,12.4654,5.8,You Will Meet a Tall Dark Stranger
2630,30.983397,6.8,Never Let Me Go
2631,1.485324,7.0,The Company
2632,11.428903,6.5,Transsiberian
2633,5.484679,4.8,The Clan of the Cave Bear
2634,5.770246,6.5,Crazy in Alabama
2635,15.175289,6.3,Funny Games
2636,2.414721,5.5,Listening
2637,0.470645,6.6,Felicia's Journey
2638,32.351527,8.0,Metropolis
2639,17.493735,6.5,District B13
2640,6.932221,6.7,Things to Do in Denver When You're Dead
2641,8.142166,6.6,The Assassin
2642,6.329672,6.5,Buffalo Soldiers
2643,7.744166,7.4,The Return
2644,9.029489,6.0,Ong Bak 2
2645,22.708647,5.9,Centurion
2646,2.609057,5.0,Silent Trigger
2647,19.913961,6.0,The Midnight Meat Train
2648,1.897761,5.2,Winnie Mandela
2649,7.701186,4.8,The Son of No One
2650,1.833058,6.1,All The Queen's Men
2651,12.185204,5.7,The Good Night
2652,2.500218,5.6,Bathory: Countess of Blood
2653,6.459787,5.8,Khumba
2654,49.808505,5.6,Automata
2655,4.901936,4.8,Dungeons & Dragons: Wrath of the Dragon God
2656,0.738646,7.3,Chiamatemi Francesco - Il Papa della gente
2657,5.294319,6.7,Shinjuku Incident
2658,0.165367,4.5,Pandaemonium
2659,52.744331,7.4,Groundhog Day
2660,29.660993,6.3,Magic Mike XXL
2661,41.493042,6.7,Romeo + Juliet
2662,10.072199,7.2,Sarah's Key
2663,4.389363,5.8,Freedom
2664,37.380435,7.7,Unforgiven
2665,7.05145,6.9,Manderlay
2666,59.258969,7.6,Slumdog Millionaire
2667,16.742972,6.6,Fatal Attraction
2668,45.473484,7.0,Pretty Woman
2669,15.474831,5.5,Crocodile Dundee II
2670,4.289676,5.0,Broken Horses
2671,25.949277,6.7,Born on the Fourth of July
2672,22.409117,6.8,Cool Runnings
2673,13.706357,5.3,My Bloody Valentine
2674,6.92205,6.1,Stomp the Yard
2675,27.17347,6.6,The Spy Who Loved Me
2676,12.159009,5.6,Urban Legend
2677,4.448494,6.2,Good Deeds
2678,13.13724,6.5,White Fang
2679,4.04701,5.1,Superstar
2680,23.3784,6.2,The Iron Lady
2681,1.446172,6.4,Jonah: A VeggieTales Movie
2682,3.650857,6.9,Poetic Justice
2683,5.102258,5.8,All About the Benjamins
2684,6.772615,4.5,Vampire in Brooklyn
2685,11.543363,4.5,Exorcist II: The Heretic
2686,7.436315,5.3,An American Haunting
2687,14.813614,4.4,My Boss's Daughter
2688,20.792603,6.2,A Perfect Getaway
2689,6.733485,5.7,Our Family Wedding
2690,7.708227,5.6,Dead Man on Campus
2691,2.238646,5.8,Tea with Mussolini
2692,7.866961,5.5,Thinner
2693,3.876242,6.1,"New York, New York"
2694,1.89218,6.7,Crooklyn
2695,4.536745,5.0,I Think I Love My Wife
2696,11.220643,4.5,Jason X
2697,11.706309,6.4,Bobby
2698,4.66723,5.3,Head Over Heels
2699,7.487843,5.5,Fun Size
2700,13.65494,7.4,The Diving Bell and the Butterfly
2701,11.942862,6.9,Little Children
2702,5.833687,5.5,Gossip
2703,6.370267,6.2,A Walk on the Moon
2704,4.052219,6.4,Catch a Fire
2705,3.231848,4.4,Soul Survivors
2706,0.900442,5.2,Jefferson in Paris
2707,8.387573,6.3,Easy Virtue
2708,0.633004,5.8,Caravans
2709,9.242554,6.3,Mr. Turner
2710,1.866443,5.8,Wild Grass
2711,5.930533,7.1,Amen.
2712,4.930129,6.7,Reign of Assassins
2713,8.747922,6.3,The Lucky Ones
2714,4.898424,6.1,Margaret
2715,7.410523,4.0,Stan Helsing
2716,24.210698,7.4,Flipped
2717,44.135568,7.5,Brokeback Mountain
2718,16.051328,6.9,Clueless
2719,9.982885,6.9,Far from Heaven
2720,16.618874,5.0,Hot Tub Time Machine 2
2721,7.261196,6.8,Quills
2722,32.306455,6.7,Seven Psychopaths
2723,4.722403,6.0,The Caveman's Valentine
2724,32.445895,7.7,Downfall
2725,17.363739,7.2,The Sea Inside
2726,29.782161,6.0,Under the Skin
2727,18.362333,7.1,"Good Morning, Vietnam"
2728,0.680753,4.7,The Last Godfather
2729,6.735922,4.8,Justin Bieber: Never Say Never
2730,91.285683,7.3,Black Swan
2731,105.792936,8.3,The Godfather: Part II
2732,9.969624,6.3,Save the Last Dance
2733,17.113408,5.8,A Nightmare on Elm Street 4: The Dream Master
2734,10.248439,6.7,Miracles from Heaven
2735,25.316146,5.2,"Dude, Where’s My Car?"
2736,9.499325,6.6,Young Guns
2737,43.791745,7.1,St. Vincent
2738,11.828068,6.0,About Last Night
2739,54.550275,7.3,10 Things I Hate About You
2740,13.525704,5.7,The New Guy
2741,12.963328,5.7,National Lampoon's Loaded Weapon 1
2742,60.829621,6.2,The Shallows
2743,73.307513,7.3,The Butterfly Effect
2744,7.964289,4.8,Snow Day
2745,2.388918,7.1,This Christmas
2746,4.580081,3.3,Baby Geniuses
2747,6.425528,6.1,The Big Hit
2748,4.63093,5.7,Harriet the Spy
2749,16.681567,5.8,Child's Play 2
2750,24.656068,5.6,No Good Deed
2751,37.104353,6.7,The Mist
2752,95.130041,7.6,Ex Machina
2753,27.546914,7.3,Being John Malkovich
2754,2.27213,6.6,Two Can Play That Game
2755,17.371327,5.7,Earth to Echo
2756,6.130096,6.6,Crazy/Beautiful
2757,24.47248,7.2,Letters from Iwo Jima
2758,6.764437,6.2,The Astronaut Farmer
2759,1.750054,5.5,Woo
2760,66.11334,8.1,Room
2761,9.066881,6.5,Dirty Work
2762,6.170139,6.4,Serial Mom
2763,4.742537,5.7,Dick
2764,1.212956,6.6,Light It Up
2765,11.880899,5.5,54
2766,10.131123,5.1,Bubble Boy
2767,5.831302,6.1,Birthday Girl
