,title,metadonnees,popularity
4368,Bubba Ho-tep,johnf.kennedy elvispresley brucecampbell ossiedavis ellajoyce doncoscarelli comedy horror thriller,9.954848
4369,Slam,independentfilm saulwilliams sonjasohn bonzmalone marclevin drama,0.29245
4370,Brigham City, richarddutcher matthewa.brown wilfordbrimley richarddutcher crime drama mystery,0.280083
4371,Fiza,suicide lossofbrother laughing hrithikroshan karismakapoor jayabachchan khalidmohammed drama foreign romance,0.043023
4372,Orgazmo,pornography sex secret treyparker dianbachar mattstone treyparker comedy,5.06516
4373,All the Real Girls,southernusa smalltown virgin paulschneider zooeydeschanel dannymcbride davidgordongreen drama romance,3.65924
4374,Dream with the Fishes,independentfilm davidarquette bradhunt kathrynerbe  comedy,0.948316
4375,Blue Car,independentfilm womandirector margaretcolin agnesbruckner davidstrathairn karenmoncrieff drama,0.672695
4376,Palo Alto,highschool soccer teenager emmaroberts jackkilmer natwolff giacoppola drama,16.570708
4377,Ajami, fouadhabash nisrinerihan eliassaba scandarcopti crime drama,0.51799
4378,Wristcutters: A Love Story,independentfilm break-up ex-boyfriendex-girlfriendrelationship patrickfugit shannynsossamon sheawhigham gorandukic comedy drama fantasy,8.542921
4379,I Origins,independentfilm eyes molecularbiologist michaelpitt britmarling astridbergès-frisbey mikecahill sciencefiction drama,37.555398
4380,The Battle of Shaker Heights,fantasy enemy sister shialabeouf eldenhenson amysmart kylerankin comedy drama romance,5.20209
4381,The Act of Killing,corruption war indonesia anwarcongo hermankoto syamsularifin joshuaoppenheimer documentary,8.887411
4382,Taxi to the Dark Side,taxi afghanistan guantanamobay briankeithallen moazzambegg christopherbeiring alexgibney documentary,0.748565
4383,Once in a Lifetime: The Extraordinary Story of the New York Cosmos,newyork beckenbauer pele pelé franzbeckenbauer carlosalberto paulcrowder documentary,0.436148
4384,Guiana 1838,guyana 19thcentury aasheekaabathija thomasgarvey kumargaurav rohitjagessar drama,0.030253
4385,Lisa Picard Is Famous, laurakirk natdewolf griffindunne griffindunne ,0.690089
4386,Antarctica: A Year on Ice,biography antarctica genevievebachman williambrotman michaelchristiansen anthonypowell drama adventure documentary,1.883947
4387,A LEGO Brickumentary,popculture fanculture documentary jasonbateman matthiasklie kiefdavidson documentary,1.631274
4388,Hardflip,skateboarding forgiveness sport randywayne johnschneider rosannaarquette johnnyremo drama action,0.341461
4389,Chocolate: Deep Dark Secrets, anilkapoor sunilshetty arshadwarsi vivekagnihotri thriller,0.887821
4390,The House of the Devil,ritual cult independentfilm jocelindonahue maryworonov gretagerwig tiwest mystery horror,8.628485
4391,The Perfect Host,swimmingpool teakettle congaline davidhydepierce claynecrawford nathanielparker nicktomnay comedy thriller crime,6.507094
4392,Safe Men,robbery organizedcrime gangster samrockwell stevezahn paulgiamatti johnhamburg comedy crime,1.190729
4393,Speedway Junky,racingcar growingup scam jessebradford jordanbrower jonathantaylorthomas nickolasperry romance drama crime,0.340019
4394,The Last Big Thing,magazine independentfilm counter-culture danzukovic markruffalo sibelergener danzukovic comedy drama,0.678475
4395,The Specials,superhero jordanladd roblowe jamiekennedy craigmazin action comedy,9.055447
4396,16 to Life,affection womandirector halleehirsh theresarussell shilohfernandez beckysmith comedy romance,0.108468
4397,Alone With Her,obsession hiddencamera stalker colinhanks anaclaudiatalancón jordanaspiro ericnicholas crime drama romance,2.175696
4398,Creative Control,virtualreality blackandwhite benjamindickinson norazehetner dangill benjamindickinson drama sciencefiction,1.50211
4399,Special,hallucination superhero independentfilm michaelrapaport joshpeck robertbaker halhaberman drama fantasy sciencefiction,1.260314
4400,Sparkler, parkoverall veronicacartwright freddieprinzejr. darrenstein ,0.547654
4401,The Helix... Loaded,   action comedy sciencefiction,0.0206
4402,In Her Line of Fire,rebel usapresident hostage marielhemingway davidkeith davidmillbern briantrenchard-smith drama action thriller,0.429587
4403,The Jimmy Show,stand-upcomedy frankwhaley carlagugino ethanhawke frankwhaley comedy drama,0.098351
4404,Heli,drugcartel extremeviolence armandoespitia andreavergara lindagonzalez amatescalante crime drama,3.629777
4405,Karachi se Lahore, shehzadsheikh ayeshaomar yasirhussain  family comedy,0.060003
4406,Loving Annabelle,bisexuality australia twinbrother erinkelly dianegaidry laurabreckenridge katherinebrooks drama romance,7.145832
4407,Hits,talent delusion fame meredithhagner mattwalsh jamesadomian davidcross drama comedy,3.638411
4408,Jimmy and Judy,police revenge independentfilm edwardfurlong rachaelbella williamsadler randallrubin action crime drama,1.255771
4409,Frat Party,sport randywayne carolined'amore jarebdauplaise robertbennett comedy romance,0.783842
4410,The Party's Over,londonengland beatnik oliverreed clifforddavid annlynn guyhamilton drama,0.118324
4411,Proud,womandirector vernelbagneris marcuschait michaelciesla marypatkelly drama,0.023681
4412,The Poker House,rape drugabuse independentfilm jenniferlawrence selmablair bokeemwoodbine loripetty drama,2.948576
4413,Childless, barbarahershey joemantegna dianevenora charlielevi ,0.243853
4414,ZMD: Zombies of Mass Destruction,racist religion janettearmand dougfahl cooperhopkins kevinhamedani horror,1.563711
4415,Snow White: A Deadly Summer, shanleycaswell maureenmccormick ericroberts daviddecoteau horror thriller,0.653495
4416,Hidden Away, germánalcarazu adilkoukouh anawagener mikelrueda romance drama,1.233688
4417,My Last Day Without You, kenduken nicolebeharie rege.cathey stefanc.schaefer comedy drama romance,0.153625
4418,Steppin: The Movie, wesleyjonathan chrysteepharris anthonyanderson michaeltaliferro comedy romance,0.328498
4419,Doc Holliday's Revenge, tomberenger ashleyhayes ericroberts daviddecoteau western,0.4594
4420,Black Rock,friends remoteisland womandirector katebosworth lakebell jaypaulson katieaselton thriller horror,7.207051
4421,Truth or Dare, liamboyle jackgordon florencehall robertheath horror thriller mystery,6.679954
4422,The Pet,independentfilm pierredulat andreaedmondson summernguyen d.stevens drama thriller,1.284741
4423,Bang Bang Baby,smalltown rockstar musical janelevy peterstormare justinchatwin jeffreyst.jules sciencefiction drama music,0.973323
4424,Fear Clinic,phobia doctor fear thomasdekker robertenglund cleopatracoleman roberthall horror,1.859965
4425,Zombie Hunter,mutant post-apocalyptic zombie martincopping dannytrejo clareniederpruem kevinking comedy action sciencefiction,3.418372
4426,A Fine Step, lukeperry annaclairesneed leonorvarela jonathanmeyers drama,0.65434
4427,Charly,experiment mouse intelligencetest cliffrobertson clairebloom liliaskala ralphnelson drama romance sciencefiction,0.178689
4428,Banshee Chapter,lsd government conspiracy tedlevine katiawinter michaelmcmillian blairerickson horror thriller,7.310879
4429,Ask Me Anything,college blog darksecrets brittrobertson christianslater justinlong allisonburnett drama mystery thriller,8.976128
4430,And Then Came Love, kevindaniels michaelboatman jeremygumbs richardschenkman comedy romance,0.280829
4431,Food Chains,  sanjayrawal documentary,0.795698
4432,On the Waterfront,murder suspense union marlonbrando karlmalden leej.cobb eliakazan crime drama,16.015599
4433,L!fe Happens,baby roommate friendship krystenritter katebosworth rachelbilson katcoiro comedy,5.974156
4434,"4 Months, 3 Weeks and 2 Days",rape hotelroom totalitarianregime anamariamarinca lauravasiliu vladivanov cristianmungiu drama,9.270133
4435,The Horror Network Vol. 1,anthology nickfrangione artemmishin jancornet josephgraham horror,0.392658
4436,Hard Candy,suicide rape agedifference patrickwilson ellenpage sandraoh davidslade drama thriller,25.918007
4437,The Quiet,depression christmasparty deaf-mute elishacuthbert camillabelle ediefalco jamiebabbit drama thriller,4.0971
4438,Circumstance,sexualidentity lesbianrelationship homosexuality nikohlboosheri sarahkazemy rezasixosafai maryamkeshavarz drama,2.34239
4439,Fruitvale Station,policebrutality basedontruestory racism michaelb.jordan octaviaspencer meloniediaz ryancoogler drama,20.967146
4440,The Brass Teapot,fantasy basedoncomicbook money junotemple michaelangarano alexisbledel ramaamosley comedy fantasy thriller,10.639774
4441,Bambi,forest comingofage bestfriend donniedunagan peterbehn stanalexander davidhand animation drama family,47.651878
4442,The Hammer,transporter sport independentfilm adamcarolla oswaldocastillo haroldhousemoore charlesherman-wurmfeld comedy,0.957022
4443,Latter Days,gay comingout religion stevesandvoss wesramsey jacquelinebisset c.jaycox drama comedy romance,5.424916
4444,Elza,france caribbeanislands caribbean stanaroumillac vincentbyrdlesage christophecherki mariettemonpierre drama,0.007254
4445,1982,drugaddiction fatherdaughterrelationship semiautobiographical bokeemwoodbine sharonleal waynebrady tommyoliver drama,0.175885
4446,"For a Good Time, Call...",crudehumor bestfriend phonesex arigraynor laurenmiller markwebber jamietravis comedy,14.238376
4447,Celeste & Jesse Forever,relationshipproblems malefemalerelationship divorce rashidajones andysamberg elijahwood leetolandkrieger comedy drama romance,9.436431
4448,Time Changer,timetravel timemachine christianfilm d.davidmorin gavinmacleod hallinden richchristiano comedy drama family,0.339757
4449,London to Brighton,suspense georgiagroome johnnyharris samspruell paulandrewwilliams crime drama thriller,3.060685
4450,American Hero, stephendorff eddiegriffin billbillions nicklove action comedy sciencefiction,5.023091
4451,Windsor Drive,womandirector samairearmstrong annagurji mattcohen nataliebible' thriller mystery,0.504251
4452,A Separation,emigration class money leilahatami kimiahosseini merilazarei asgharfarhadi drama,12.049373
4453,Crying with Laughter,kidnapping stand-upcomedy darkcomedy stephenmccole malcolmshields andrewneil justinmolotnikov comedy drama thriller,0.108135
4454,Welcome to the Dollhouse,parentskidsrelationship sistersisterrelationship mockery heathermatarazzo victoriadavis christinabrucato toddsolondz comedy drama,5.870319
4455,Ruby in Paradise,independentfilm ashleyjudd toddfield bentleymitchum victornunez drama romance,0.59424
4456,Raising Victor Vargas,independentfilm victorrasuk judymarte meloniediaz petersollett drama romance,3.643662
4457,Pandora's Box,londonengland casino irony louisebrooks fritzkortner francislederer g.w.pabst drama thriller romance,1.824184
4458,Harrison Montgomery,   ,0.006943
4459,Live-In Maid, normaaleandro normaargentina marcosmundstock jorgegaggero drama foreign,0.038706
4460,Deterrence,diner judgmentcall kevinpollak timothyhutton sherylleeralph rodlurie action drama mystery,2.171288
4461,The Mudge Boy,chicken bullying rapeofamale emilehirsch tomguiry richardjenkins michaelburke drama,5.292536
4462,The Young Unknowns,womandirector devongummersall arlyjover eionbailey catherinejelski drama,0.004922
4463,Not Cool,sex thanksgiving friendship shanedawson cheramileigh drewmonson shanedawson comedy,1.186971
4464,Dead Snow,norway undead zombie charlottefrogner stigfrodehenriksen vegarhoel tommywirkola horror comedy,11.205726
4465,Saints and Soldiers,winter belgium worldwarii larrybagby alexanderpolinsky kirbyheyborne ryanlittle action adventure drama,6.003418
4466,Vessel, brandonbales brandymaasch juliemintz clarkbaker horror sciencefiction,0.322553
4467,American Graffiti,farewell rockandroll robbery richarddreyfuss ronhoward paullemat georgelucas comedy drama,19.326115
4468,Iraq for Sale: The War Profiteers, shereefakeel robertgreenwald documentary,1.517771
4469,Aqua Teen Hunger Force Colon Movie Film for Theaters,africa bloodsplatter surrealism danasnyder careymeans davewillis davewillis animation comedy,1.453146
4470,Safety Not Guaranteed,timetravel aubreyplaza markduplass jakejohnson colintrevorrow comedy romance sciencefiction,25.186002
4471,Kevin Hart: Laugh at My Pain,stand-upcomedy kevinhart na'imlynn timstory comedy documentary,5.498834
4472,Kill List,hotel wifehusbandrelationship hitman neilmaskell myannaburing harrysimpson benwheatley horror thriller crime,12.203041
4473,The Innkeepers,antiterror terror beer sarapaxton pathealy kellymcgillis tiwest horror thriller,14.386807
4474,The Conformist,paris italy assassin jean-louistrintignant stefaniasandrelli gastonemoschin bernardobertolucci drama,8.429295
4475,Interview with the Assassin,assassination paranoia suspense dylanhaggerty reneefaia dennislau neilburger drama thriller,0.471264
4476,Donkey Punch, nicholaburley sianbreckin jaimewinstone ollyblackburn horror drama thriller,3.283886
4477,All the Boys Love Mandy Lane,suicideattempt gun texas amberheard ansonmount michaelwelch jonathanlevine horror mystery thriller,12.284939
4478,Bled,vampire daywalker sarahfarooqui chrisivancevic alexpetrovitch christopherhutson horror,1.039149
4479,High Noon,gunslinger showdown fistfight garycooper gracekelly thomasmitchell fredzinnemann western,18.644023
4480,Hoop Dreams,chicago sportsteam ghetto williamgates arthuragee stevejames stevejames documentary,9.188431
4481,Rize,streetgang hip-hop dance christophertoler tommytheclown missprissy davidlachapelle documentary,1.623769
4482,L.I.E.,independentfilm pauldano brucealtman briancox michaelcuesta drama,7.731064
4483,The Sisterhood of Night,witch womandirector karahayward georgiehenley oliviadejonge carynwaechter mystery drama thriller,2.868942
4484,B-Girl,dancing hip-hop b-girl julie'jules'urich missyyager wesleyjonathan emilydell crime drama music,0.631571
4485,Half Nelson,date ex-girlfriend bicycle ryangosling jefflima shareekaepps ryanfleck drama,12.378031
4486,Naturally Native,nativeamerican racism family valeriered-horse yvonnerusso irenebedard valeriered-horse drama,0.578798
4487,Hav Plenty, christopherscottcherot chenoamaxwell tammikatherinejones christopherscottcherot action comedy romance,0.003142
4488,Adulterers, seanfaris daniellesavre mehcadbrooks h.m.coakley thriller crime drama,1.471139
4489,Escape from Tomorrow, royabramsohn elenaschuber katelynnrodriguez randymoore horror fantasy,1.352222
4490,Starsuckers, elliscashmore maxclifford richardcurtis chrisatkins documentary foreign,0.429083
4491,The Hadza:  Last of the First,  billbenenson documentary,0.045648
4492,After,coma crash acceptingdeath stevenstrait karolinawydra sandraellislafferty ryansmith mystery thriller,4.596157
4493,Treachery, matthewziff michaelbiehn sarahbutler travisromero drama,0.283059
4494,Walter,god womandirector andrewj.west justinkirk virginiamadsen annamastro drama comedy,2.659006
4495,Top Hat,venice dance musical fredastaire gingerrogers edwardeveretthorton marksandrich comedy music romance,3.898498
4496,The Blair Witch Project,witch voodoo legend michaelc.williams heatherdonahue joshualeonard danielmyrick horror mystery,41.690578
4497,Woodstock,hippie freelove musical joecocker richiehavens joanbaez michaelwadleigh history documentary music,3.409764
4498,The Kentucky Fried Movie,journalism commercial television evanc.kim bongsoohan marilynjoi johnlandis comedy,10.861167
4499,Mercy Streets,suspense ericroberts davida.r.white cynthiawatros jongunn action adventure drama,0.099902
4500,Carousel of Revenge, erikallen randybaranczyk chriscarlson geneteigland thriller mystery,0.006069
4501,Broken Vessels, toddfield jasonlondon roxanazal scottziehl drama,0.069277
4502,Water & Power, enriquemurciano nicholasgonzalez clancybrown richardmontoya crime drama,0.350557
4503,They Will Have to Kill Us First,womandirector alioutouré oumartouré garbatouré johannaschwartz music documentary,0.071349
4504,Light from the Darkroom,   ,0.012942
4505,The Country Doctor,hospital doctor françoiscluzet mariannedenicourt isabellesadoyan thomaslilti drama comedy,2.651304
4506,The Maid's Room, paulagarcés annabellasciorra billcamp michaelwalker thriller,1.501688
4507,A Hard Day's Night,adolescence cultureclash pressconference johnlennon paulmccartney georgeharrison richardlester comedy music,10.730056
4508,The Harvest (La Cosecha),migration immigration agriculture  u.robertoromano documentary,0.010909
4509,Love Letters,obsession radio nudity jamieleecurtis bonniebartlett mattclark amyholdenjones drama thriller,0.001586
4510,Juliet and Alfa Romeo,pornography sex love darionožićserini jangerlkorenc špelacolja blažzavršnik comedy drama,0.061248
4511,Fireproof,fathersonrelationship fire firemen kirkcameron erinbethea kenbevel alexkendrick drama,6.093989
4512,Faith Connections,himalaya hindu pilgrimage bholebaba hathayogibaba pantshirtbaba pannalin documentary drama,0.48088
4513,Benji,hostage affection rescue patsygarrett allenfiuzat cynthiasmith joecamp adventure family romance,2.651418
4514,Open Water,diving cataclysm nightmare blanchardryan danieltravis saulstein chriskentis drama thriller,15.611857
4515,High Road, kathrynburns lizzycaplan michaelcoleman mattwalsh comedy,1.292948
4516,Kingdom of the Spiders,hotel smalltown siege williamshatner tiffanybolling woodystrode john'bud'cardos horror sciencefiction,2.537032
4517,Mad Hot Ballroom,competition documentary dancecontest  marilynagrelo documentary family,0.772668
4518,The Station Agent,trainstation newjersey smallperson peterdinklage patriciaclarkson bobbycannavale tommccarthy drama comedy,11.578545
4519,To Save A Life,christian independentfilm randywayne dejakreutzberg joshuaweigel brianbaugh drama,0.05021
4520,Wordplay,competition documentary contest willshortz merlreagle tylerhinman patrickcreadon documentary,0.906096
4521,Beyond the Mat,wrestling sport controversial mickfoley terryfunk vincemcmahon barryw.blaustein documentary,2.778633
4522,The Singles Ward, willswenson connieyoung daryntufts kurthale comedy drama family,0.920591
4523,Osama,independentfilm marinagolbahari arifherati zubaidasahar siddiqbarmak drama,1.447734
4524,Sholem Aleichem: Laughing In The Darkness, racheldratch hillelhalkin jasonkravitz josephdorman documentary,0.109579
4525,Groove,independentfilm hamishlinklater dennykirkwood mackenziefirgens gregharrison drama music romance,1.09454
4526,The R.M., kirbyheyborne kurthale comedy crime family,0.082978
4527,Twin Falls Idaho,independentfilm markpolish michaelpolish michelehicks michaelpolish drama romance,0.619136
4528,Mean Creek,suicide alcohol secret roryculkin scottmechlowicz trevormorgan jacobaaronestes crime drama,8.519202
4529,Hurricane Streets,prison newmexico smuggling brendansextoniii antoinemclean mtumegant morganj.freeman romance crime drama,0.36447
4530,Never Again,romanticcomedy jeffreytambor jillclayburgh carolineaaron ericschaeffer comedy romance,0.039077
4531,Civil Brand,womandirector lisarayemccoy n'bushewright monicacalhoun neemabarnette crime drama thriller,0.665512
4532,Lonesome Jim,sexuality parentskidsrelationship indiana caseyaffleck kevincorrigan livtyler stevebuscemi comedy drama romance,3.433625
4533,Drinking Buddies,malefemalerelationship co-worker relationship oliviawilde jakejohnson annakendrick joeswanberg romance drama,17.378455
4534,Deceptive Practice: The Mysteries and Mentors of Ricky Jay,magic womandirector rickyjay dickcavett winstonsimon mollybernstein documentary,0.425195
4535,Seven Samurai,japan samurai peasant toshirōmifune takashishimura yoshioinaba akirakurosawa action drama,39.756748
4536,The Other Dream Team,olympicgames sport basketball gregspeirs jimlampley billwalton mariusmarkevicius documentary,0.388401
4537,Johnny Suede,sex nightclub nudity bradpitt calvinlevels catherinekeener tomdicillo comedy romance,1.354816
4538,Finishing The Game,satire independentfilm spoof rogerfan sungkang moniquegabrielacurnen justinlin comedy,0.459625
4539,Rubber,explodingbuilding duringcreditsstinger thomasf.duffy davidbowe stephenspinella quentindupieux comedy drama fantasy,9.108949
4540,Kiss the Bride,gayinterest torispelling leswilliams c.jaycox drama comedy romance,1.65426
4541,The Slaughter Rule, ryangosling davidmorse cleaduvall alexsmith drama,1.390909
4542,Monsters,monster pyramid radio whitneyable scootmcnairy annaleejefferies garethedwards drama thriller sciencefiction,26.406001
4543,The Californians, noahwyle illeanadouglas katemara jonathanparker drama comedy,0.218736
4544,The Living Wake,independentfilm jesseeisenberg mikeo'connell jimgaffigan soltryon comedy,0.383442
4545,Detention of the Dead,highschool independentfilm zombie jacobzachar alexanikolas christabrittanyallen alexcraigmann comedy horror,2.391847
4546,Crazy Stone, guotao liuhua liugang ninghao action comedy,1.68502
4547,Scott Walker: 30 Century Man,music scottwalker damonalbarn davidbowie stephenkijak documentary music,0.607782
4548,Everything Put Together,independentfilm radhamitchell meganmullally catherinelloydburns marcforster drama,0.046903
4549,Good Kill,pilot suspicion drone ethanhawke januaryjones zoëkravitz andrewniccol action drama thriller,10.924273
4550,The Outrageous Sophie Tucker,  williamgazecki ,0.021419
4551,Now Is Good,cancer teenager teendrama dakotafanning jeremyirvine kayascodelario olparker drama romance,14.142073
4552,Girls Gone Dead, katiepeterson sheastewart brandywhitford michaelhoffmanjr. horror comedy,1.600171
4553,America Is Still the Place,   ,0.0
4554,Subconscious,submarine womandirector timabell naomibrockwell aleishaforce georgiahilton action thriller mystery,0.397323
4555,Enter Nowhere,cabin timetravel woods katherinewaterston scotteastwood sarapaxton jackheller mystery sciencefiction thriller,3.637857
4556,El Rey de Najayo, mannypérez luzgarcia sergiocarlo fernandobaezmella crime drama,0.080105
4557,Fight to the Finish,sport fighting jenniferhale evanhannemann tonyakay warrensheppard romance action,0.251828
4558,Alleluia! The Devil's Carnival,carnival musical sequel terrancezdunich paulsorvino marcsenter darrenlynnbousman music horror,0.674398
4559,The Sound and the Shadow, josephe.murray alexanfanger rhomeynjohnson justinpaulmiller thriller comedy mystery,0.072359
4560,Rodeo Girl, kevinsorbo sophiebolen derekbrandon joelpaulreisig family,0.087574
4561,Born to Fly: Elizabeth Streb vs. Gravity,womandirector elizabethstreb fabiotavares sarahcallan catherinegund documentary,0.069244
4562,The Little Ponderosa Zoo,   ,0.073079
4563,The Toxic Avenger,corruption mayor antihero mitchcohen andreemaranda jenniferprichard lloydkaufman sciencefiction action comedy,6.672008
4564,Straight Out of Brooklyn,  mattyrich drama,0.161517
4565,Bloody Sunday,northernireland independentfilm civilrights jamesnesbitt allangildea gerardcrossan paulgreengrass action adventure drama,7.330691
4566,Diamond Ruff,   ,0.165257
4567,Conversations with Other Women,dialogue talking bridesmaid helenabonhamcarter aaroneckhart yurytsykun hanscanosa drama romance,4.442355
4568,Poultrygeist: Night of the Chicken Dead,musical zombie jasonyachanin kategraham allysonsereboff lloydkaufman horror comedy,3.905877
4569,Mutual Friends, caitlinfitzgerald cheyennejackson peterscanavino matthewwatts ,0.136721
4570,42nd Street,philadelphia musical stageshow warnerbaxter bebedaniels georgebrent lloydbacon music comedy romance,1.933366
4571,Rise of the Entrepreneur: The Search for a Better Way,   ,0.052942
4572,Metropolitan,upperclass newyork independentfilm edwardclements chriseigeman taylornichols whitstillman comedy drama,1.014966
4573,As It Is in Heaven,individual underdog mentallydisabled michaelnyqvist fridahallgren helensjöholm kaypollak romance drama comedy,4.321249
4574,Roadside, acemarrero katiestegeman ericengland horror drama,0.160234
4575,Napoleon Dynamite,underdog brotherbrotherrelationship idaho jonheder aaronruell jongries jaredhess comedy,23.603514
4576,Blue Ruin,revenge drifter virginia maconblair devinratray amyhargreaves jeremysaulnier crime thriller,25.349758
4577,Paranormal Activity,haunting psychic entity katiefeatherston micahsloat markfredrichs orenpeli horror mystery,47.456823
4578,Dogtown and Z-Boys,skateboarding independentfilm seanpenn jayadams henryrollins stacyperalta documentary,3.291609
4579,Monty Python and the Holy Grail,holygrail monk scotlandyard grahamchapman johncleese terrygilliam terrygilliam adventure comedy fantasy,64.782984
4580,Quinceañera, emilyrios jessegarcia chalogonzález richardglatzer drama,0.034135
4581,Gory Gory Hallelujah,womandirector  suecorcoran ,0.033883
4582,Tarnation,schizophrenia gay usa reneeleblanc adolphdavis jonathancaouette jonathancaouette documentary drama,1.063439
4583,I Want Your Money,   documentary,0.084344
4584,Love in the Time of Monsters, kanehodder dougjones genashaw mattjackson horror comedy,0.133619
4585,The Beyond,hotel experiment hell catrionamaccoll davidwarbeck cinziamonreale luciofulci horror,8.022122
4586,What Happens in Vegas,casino hotel roommate ashtonkutcher camerondiaz lakebell tomvaughan comedy romance,38.100488
4587,The Dark Hours,canada winter hostage kategreenhouse aidandevine gordoncurrie paulfox horror sciencefiction thriller,1.428483
4588,My Beautiful Laundrette,londonengland gay immigration gordonwarnecke danielday-lewis roshanseth stephenfrears romance drama comedy,3.703005
4589,Fabled,independentfilm   drama mystery thriller,0.003352
4590,Show Me,kidnapping michellenolden katharineisabelle kettturton cassandranicolaou drama thriller,0.231297
4591,Cries and Whispers,sistersisterrelationship sweden dyinganddeath harrietandersson ingridthulin karisylwan ingmarbergman drama,11.347855
4592,Intolerance,usa naivety intolerance lilliangish maemarsh robertharron d.w.griffith drama,3.232447
4593,Trekkies,popculture fanculture documentary denisecrosby barbaraadams majelbarrett rogernygard documentary,2.77754
4594,The Broadway Melody,musical singer pre-code charlesking anitapage bessielove harrybeaumont drama music romance,0.968865
4595,The Evil Dead,falselyaccused beheading audiotape brucecampbell ellensandweiss richarddemanincor samraimi horror,35.037625
4596,Maniac,prostitute mannequin remake elijahwood americaolivo noraarnezeder franckkhalfoun horror,19.331884
4597,Censored Voices,womandirector amosoz morloushy history documentary,0.59458
4598,Murderball,paralympics wheelchair sport joebishop keithcavill andycohn henryalexrubin documentary,1.085909
4599,American Ninja 2: The Confrontation,marinecorps army ninja michaeldudikoff stevejames larrypoindexter samfirstenberg action adventure drama,5.061107
4600,51 Birch Street, carolblock dougblock ellenblock dougblock documentary,0.049921
4601,Rotor DR1, christiankapper nataliewelch tome.nicholson chadkapper sciencefiction family,0.249561
4602,12 Angry Men,judge jurors sultriness henryfonda martinbalsam johnfiedler sidneylumet drama,59.259204
4603,My Dog Tulip,humananimalrelationship dog germanshepherd christopherplummer lynnredgrave isabellarossellini paulfierlinger animation comedy drama,1.170257
4604,It Happened One Night,miami referencetothebigbadwolf reporter clarkgable claudettecolbert walterconnolly frankcapra comedy romance,11.871424
4605,Dogtooth,malenudity femalenudity hostage hristospassalis angelikipapoulia marytsoni yorgoslanthimos drama,28.858238
4606,Tupac: Resurrection,rapmusic hip-hop blunt tupacamarushakur laurenlazin music documentary,1.314576
4607,Tumbleweeds,independentfilm janetmcteer kimberlyj.brown jenniferpaige gavino'connor comedy drama,1.505703
4608,The Prophecy,angel archangelgabriel menschheit christopherwalken eliaskoteas virginiamadsen gregorywiden fantasy horror thriller,11.818333
4609,When the Cat's Away,paris cat garanceclavel zinedinesoualem renéelecalm cédricklapisch comedy,1.410387
4610,Pieces of April,sex thanksgiving roadtrip katieholmes derekluke patriciaclarkson peterhedges comedy drama,4.270596
4611,The Big Swap, markadams markcaven allisonegan nialljohnson ,0.627763
4612,Old Joy,womandirector daniellondon willoldham tanyasmith kellyreichardt drama,1.673208
4613,Wendy and Lucy,usa friendship survival michellewilliams willpatton willoldham kellyreichardt drama,0.713906
4614,3 Backyards,independentfilm ediefalco embethdavidtz eliaskoteas ericmendelsohn drama,0.17817
4615,Pierrot le Fou,paris painting independentfilm jean-paulbelmondo annakarina graziellagalvani jean-lucgodard drama thriller,7.791898
4616,Sisters in Law,womandirector  kimlonginotto documentary,0.025211
4617,Ayurveda: Art of Being,philosophy india healing  pannalin documentary,0.055868
4618,Nothing But a Man, ivandixon abbeylincoln juliusharris michaelroemer drama,0.008453
4619,"First Love, Last Rites",sex misfit boring giovanniribisi natashagregsonwagner donallogue jesseperetz drama,0.374291
4620,Fighting Tommy Riley,boxer massage unrequitedlove j.p.davis eddiejones christinachambers eddieo'flaherty action adventure drama,0.045429
4621,Royal Kill,bodyguard princess femaleassassin patmorita ericroberts gailkim babarahmed action thriller,1.088501
4622,The Looking Glass, dorothytristan jacecasey jacecasey johnd.hancock ,0.062979
4623,Death Race 2000,dystopia streetrace realityspoof davidcarradine simonegriffeth sylvesterstallone paulbartel action comedy sciencefiction,6.473667
4624,Locker 13,terror anthology suspense rickyschroder jongries tatyanaali jasonmarsden horror drama thriller,1.905197
4625,Midnight Cabaret, lisahartcarroll michaeldesbarres pauldrake pecedingo horror,0.001389
4626,Anderson's Cross,comingofage joannacassidy joyceguy billmoseley jeromeelstonscott romance comedy drama,0.006323
4627,Bizarre, pierreprieur adrianjames raquelnave étiennefaure drama romance,0.583446
4628,Graduation Day,slasher christophergeorge billyhufsey patchmackenzie herbfreed horror,1.452199
4629,Some Guy Who Kills People, kevincorrigan barrybostwick karenblack jackperez comedy horror thriller,2.733725
4630,Compliance, anndowd dreamawalker pathealy craigzobel drama thriller crime,8.942203
4631,Chasing Amy,newjersey comingout loveofone'slife benaffleck joeylaurenadams jasonlee kevinsmith comedy drama romance,20.601483
4632,Lovely & Amazing,womandirector catherinekeener brendablethyn emilymortimer nicoleholofcener comedy drama romance,1.45917
4633,Death Calls,   ,0.005883
4634,Better Luck Tomorrow, parryshen jasontobin sungkang justinlin crime drama,3.877036
4635,The Incredibly True Adventure of Two Girls In Love,lesbianrelationship independentfilm lesbianinterest laurelholloman maggiemoore katestafford mariamaggenti comedy drama romance,1.70819
4636,Chuck & Buck,gay independentfilm mentallyhandicappedman mikewhite chrisweitz lupeontiveros miguelarteta comedy drama,0.812855
4637,American Desi,tradition indianlead roommate kalpenn purvabedi deepkatdare piyushdinkerpandya drama comedy romance,0.126304
4638,Amidst the Devil's Wings,   drama action crime,0.018087
